InvoiceLineId  Name                                                          ArtistName                                                  

555            Muita Bobeira                                                 Luciana Souza/Romero Lubambo                                

556            Say Hello 2 Heaven                                            Temple of the Dog                                           

557            All Night Thing                                               Temple of the Dog                                           

558            Scar On the Sky                                               Chris Cornell                                               

559            Until We Fall                                                 Audioslave                                                  

560            Show Me How to Live (Live at the Quart Festival)              Audioslave                                                  

561            The Messiah: Behold, I Tell You a Mystery... The Trumpet Sha  Scholars Baroque Ensemble                                   
               ll Sound                                                                                                                  

562            Requiem, Op.48: 4. Pie Jesu                                   Academy of St. Martin in the Fields, John Birch, Sir Neville
                                                                              Marriner & Sylvia McNair                                   

563            Branch Closing                                                The Office                                                  

564            Piano Sonata No. 14 in C Sharp Minor, Op. 27, No. 2, "Moonli  Maurizio Pollini                                            
               ght": I. Adagio sostenuto                                                                                                 

565            Symphonie Fantastique, Op. 14: V. Songe d'une nuit du sabbat  Michael Tilson Thomas & San Francisco Symphony              

566            Rehab                                                         Amy Winehouse                                               

567            He Can Only Hold Her                                          Amy Winehouse                                               

568            Slowness                                                      Calexico                                                    

569            Prometheus Overture, Op. 43                                   Otto Klemperer & Philharmonia Orchestra                     

570            Sonata for Solo Violin: IV: Presto                            Yehudi Menuhin                                              

571            Suite No. 3 in D, BWV 1068: III. Gavotte I & II               Academy of St. Martin in the Fields, Sir Neville Marriner & 
                                                                             Thurston Dart                                               

572            Adios nonino                                                  The 12 Cellists of The Berlin Philharmonic                  

573            Act IV, Symphony                                              Roger Norrington, London Classical Players                  

574            Music for the Funeral of Queen Mary: VI. "Thou Knowest, Lord  Equale Brass Ensemble, John Eliot Gardiner & Munich Montever
               , the Secrets of Our Hearts"                                  di Orchestra and Choir                                      

575            Partita in E Major, BWV 1006A: I. Prelude                     Julian Bream                                                

576            Sing Joyfully                                                 The King's Singers                                          

577            Étude 1, In C Major - Preludio (Presto) - Liszt               Michele Campanella                                          

578            String Quartet No. 12 in C Minor, D. 703 "Quartettsatz": II.  Emerson String Quartet                                      
                Andante - Allegro assai                                                                                                  

579            For Those About To Rock (We Salute You)                       AC/DC                                                       

580            Princess of the Dawn                                          Accept                                                      

581            Snowballed                                                    AC/DC                                                       

582            Night Of The Long Knives                                      AC/DC                                                       

583            Problem Child                                                 AC/DC                                                       

584            Rag Doll                                                      Aerosmith                                                   

585            Blind Man                                                     Aerosmith                                                   

586            Livin' On The Edge                                            Aerosmith                                                   

587            Forgiven                                                      Alanis Morissette                                           

588            Wake Up                                                       Alanis Morissette                                           

589            I Can't Remember                                              Alice In Chains                                             

590            I Know Somethin (Bout You)                                    Alice In Chains                                             

591            Ligia                                                         Antônio Carlos Jobim                                        

592            Canta, Canta Mais                                             Antônio Carlos Jobim                                        

593            Cochise                                                       Audioslave                                                  

594            Hypnotize                                                     Audioslave                                                  

595            Drown Me Slowly                                               Audioslave                                                  

596            Long Tall Sally                                               BackBeat                                                    

597            Good Golly Miss Molly                                         BackBeat                                                    

598            Do what cha wanna                                             Billy Cobham                                                

599            A.N.D.R.O.T.A.Z.                                              Black Label Society                                         

600            The Beginning...At Last                                       Black Label Society                                         

601            Tomorrow's Dream                                              Black Sabbath                                               

602            Smoked Pork                                                   Body Count                                                  

603            Voodoo                                                        Body Count                                                  

604            Chemical Wedding                                              Bruce Dickinson                                             

605            Realword                                                      Bruce Dickinson                                             

606            Meditação                                                     Caetano Veloso                                              

607            Terra                                                         Caetano Veloso                                              

608            Eclipse Oculto                                                Caetano Veloso                                              

609            Bem Devagar                                                   Caetano Veloso                                              

610            Saudosismo                                                    Caetano Veloso                                              

611            Sozinho                                                       Caetano Veloso                                              

612            Mel                                                           Caetano Veloso                                              

613            Odara                                                         Caetano Veloso                                              

614            Atrás Da Verd-E-Rosa Só Não Vai Quem Já Morreu                Caetano Veloso                                              

615            Sozinho (Caêdrum 'n' Bass)                                    Caetano Veloso                                              

616            Samba De Orly                                                 Chico Buarque                                               

617            O Que Será (À Flor Da Terra)                                  Chico Buarque                                               

618            Minha Historia                                                Chico Buarque                                               

619            Geni E O Zepelim                                              Chico Buarque                                               

620            Construção / Deus Lhe Pague                                   Chico Buarque                                               

621            Um Passeio No Mundo Livre                                     Chico Science & Nação Zumbi                                 

622            Manguetown                                                    Chico Science & Nação Zumbi                                 

623            Criança De Domingo                                            Chico Science & Nação Zumbi                                 

624            Banditismo Por Uma Questa                                     Chico Science & Nação Zumbi                                 

625            Da Lama Ao Caos                                               Chico Science & Nação Zumbi                                 

626            Computadores Fazem Arte                                       Chico Science & Nação Zumbi                                 

627            Extra                                                         Cidade Negra                                                

628            Onde Você Mora?                                               Cidade Negra                                                

629            Onde Você Mora?                                               Cidade Negra                                                

630            Na Frente Da TV                                               Cidade Negra                                                

631            Amor Demais                                                   Cláudio Zoli                                                

632            Tapa Aqui, Descobre Ali                                       Various Artists                                             

633            My Love                                                       Various Artists                                             

634            Travelling Riverside Blues                                    Led Zeppelin                                                

635            Sam With The Showing Scalp Flat Top                           Frank Zappa & Captain Beefheart                             

636            Gavioes 2001                                                  Various Artists                                             

637            Morro Da Casa Verde 2001                                      Various Artists                                             

638            Samba da Bençaco                                              Marcos Valle                                                

639            Maria Fumaça                                                  Marcos Valle                                                

640            Only A Dream In Rio                                           Antônio Carlos Jobim                                        

641            Só Tinha De Ser Com Você                                      Antônio Carlos Jobim                                        

642            Whiskey In The Jar                                            Metallica                                                   

643            It's A Hard Life                                              Queen                                                       

644            Sure Know Something                                           Kiss                                                        

645            Love Gun                                                      Kiss                                                        

646            Deuce                                                         Kiss                                                        

647            Shock Me                                                      Kiss                                                        

648            She                                                           Kiss                                                        

649            Shout It Out Loud                                             Kiss                                                        

650            Calling Dr. Love                                              Kiss                                                        

651            Strutter                                                      Kiss                                                        

652            Cold Gin                                                      Kiss                                                        

653            De La Luz                                                     Spyro Gyra                                                  

654            Surrender                                                     Spyro Gyra                                                  

655            When Evening Falls                                            Spyro Gyra                                                  

656            Poprocks And Coke                                             Green Day                                                   

657            When I Come Around                                            Green Day                                                   

658            Brain Stew                                                    Green Day                                                   

659            Redundant                                                     Green Day                                                   

660            Into The Light                                                David Coverdale                                             

661            Cry For Love                                                  David Coverdale                                             

662            Grito De Alerta                                               Gonzaguinha                                                 

663            Lindo Lago Do Amor                                            Gonzaguinha                                                 

664            Ponto De Interrogação                                         Gonzaguinha                                                 

665            Voce Nao Entende Nada - Cotidiano                             Chico Buarque                                               

666            O Leaozinho                                                   Chico Buarque                                               

667            Top Top                                                       Os Mutantes                                                 

668            Posso Perder Minha Mulher, Minha Mãe, Desde Que Eu Tenha O R  Os Mutantes                                                 
               ock And Roll                                                                                                              

669            You Fool No One                                               Deep Purple                                                 

670            Viradouro                                                     Various Artists                                             

671            Tradição                                                      Various Artists                                             

672            Maria Maria                                                   Santana                                                     

673            Entre E Ouça                                                  Ed Motta                                                    

674            Agora Que O Dia Acordou                                       Ed Motta                                                    

675            Bye Bye Blackbird                                             Miles Davis                                                 

676            Nefertiti                                                     Miles Davis                                                 

677            Going Down / Highway Star                                     Deep Purple                                                 

678            Boogie Blues                                                  Gene Krupa                                                  

679            Don't Take Your Love From Me                                  Gene Krupa                                                  

680            Onde Anda Você                                                Toquinho & Vinícius                                         

681            Deixa                                                         Toquinho & Vinícius                                         

682            As Rosas Não Falam (Beth Carvalho)                            Various Artists                                             

683            Wave (Os Cariocas)                                            Various Artists                                             

684            Garota de Ipanema (Dick Farney)                               Various Artists                                             

685            Susie Q                                                       Creedence Clearwater Revival                                

686            Proud Mary                                                    Creedence Clearwater Revival                                

687            Lodi                                                          Creedence Clearwater Revival                                

688            Commotion                                                     Creedence Clearwater Revival                                

689            Fortunate Son                                                 Creedence Clearwater Revival                                

690            Who'll Stop The Rain                                          Creedence Clearwater Revival                                

691            Long As I Can See The Light                                   Creedence Clearwater Revival                                

692            Sweet Hitch-Hiker                                             Creedence Clearwater Revival                                

693            Born On The Bayou                                             Creedence Clearwater Revival                                

694            Night Time Is The Right Time                                  Creedence Clearwater Revival                                

695            The Midnight Special                                          Creedence Clearwater Revival                                

696            (Wish I Could) Hideaway                                       Creedence Clearwater Revival                                

697            Gatas Extraordinárias                                         Cássia Eller                                                

698            Você Passa, Eu Acho Graça (Ao Vivo)                           Cássia Eller                                                

699            Não Sei O Que Eu Quero Da Vida                                Cássia Eller                                                

700            E.C.T.                                                        Cássia Eller                                                

701            Eleanor Rigby                                                 Cássia Eller                                                

702            Comin' Home                                                   Deep Purple                                                 

703            Love Child                                                    Deep Purple                                                 

704            Flight Of The Rat                                             Deep Purple                                                 

705            Strange Kind Of Woman                                         Deep Purple                                                 

706            Black Night                                                   Deep Purple                                                 

707            Pictures Of Home                                              Deep Purple                                                 

708            Cascades : I'm Not Your Lover                                 Deep Purple                                                 

709            The Cut Runs Deep                                             Deep Purple                                                 

710            Love Don't Mean a Thing                                       Deep Purple                                                 

711            Lick It Up                                                    Deep Purple                                                 

712            Pour Some Sugar On Me                                         Def Leppard                                                 

713            Action                                                        Def Leppard                                                 

714            Groovus Interruptus                                           Dennis Chambers                                             

715            Cigano                                                        Djavan                                                      

716            Acelerou                                                      Djavan                                                      

717            Azul                                                          Djavan                                                      

718            Dois Pra Lá, Dois Pra Cá                                      Elis Regina                                                 

719            Maria Rosa                                                    Elis Regina                                                 

720            Lay Down Sally                                                Eric Clapton                                                

721            Knockin On Heavens Door                                       Eric Clapton                                                

722            Wonderful Tonight                                             Eric Clapton                                                

723            Promises                                                      Eric Clapton                                                

724            Signe                                                         Eric Clapton                                                

725            Hey Hey                                                       Eric Clapton                                                

726            Lonely Stranger                                               Eric Clapton                                                

727            Layla                                                         Eric Clapton                                                

728            Walkin' Blues                                                 Eric Clapton                                                

729            Old Love                                                      Eric Clapton                                                

730            Last Cup Of Sorrow                                            Faith No More                                               

731            Ashes To Ashes                                                Faith No More                                               

732            Home Sick Home                                                Faith No More                                               

733            Midlife Crisis                                                Faith No More                                               

734            Malpractice                                                   Faith No More                                               

735            Midnight Cowboy                                               Faith No More                                               

736            Star A.D.                                                     Faith No More                                               

737            King For A Day                                                Faith No More                                               

738            Epic                                                          Faith No More                                               

739            The Morning After                                             Faith No More                                               

740            Xote Dos Milagres                                             Falamansa                                                   

741            Principiando/Decolagem                                        Falamansa                                                   

742            In Your Honor                                                 Foo Fighters                                                

743            Free Me                                                       Foo Fighters                                                

744            Over And Out                                                  Foo Fighters                                                

745            Disenchanted Lullaby                                          Foo Fighters                                                

746            Hey, Johnny Park!                                             Foo Fighters                                                

747            Walking After You                                             Foo Fighters                                                

748            Summer Love                                                   Frank Sinatra                                               

749            Come Fly With Me                                              Frank Sinatra                                               

750            Nervosa                                                       Funk Como Le Gusta                                          

751            Meu Guarda-Chuva                                              Funk Como Le Gusta                                          

752            Juazeiro                                                      Gilberto Gil                                                

753            Lamento Sertanejo                                             Gilberto Gil                                                

754            Estrela (Live)                                                Gilberto Gil                                                

755            Lamento De Carnaval                                           Gilberto Gil                                                

756            Beira Mar                                                     Eric Clapton                                                

757            Straight Out Of Line                                          Godsmack                                                    

758            Holiday                                                       Green Day                                                   

759            Boulevard Of Broken Dreams                                    Green Day                                                   

760            Are We The Waiting                                            Green Day                                                   

761            Give Me Novacaine                                             Green Day                                                   

762            Extraordinary Girl                                            Green Day                                                   

763            Wake Me Up When September Ends                                Green Day                                                   

764            Whatsername                                                   Green Day                                                   

765            It's So Easy                                                  Guns N' Roses                                               

766            Out Ta Get Me                                                 Guns N' Roses                                               

767            Think About You                                               Guns N' Roses                                               

768            Rocket Queen                                                  Guns N' Roses                                               

769            Don't Cry (Original)                                          Guns N' Roses                                               

770            Back off Bitch                                                Guns N' Roses                                               

771            Garden of Eden                                                Guns N' Roses                                               

772            Coma                                                          Guns N' Roses                                               

773            Shotgun Blues                                                 Guns N' Roses                                               

774            You Could Be Mine                                             Guns N' Roses                                               

775            Deep Waters                                                   Incognito                                                   

776            Thinking 'Bout Tomorrow                                       Incognito                                                   

777            Brighter Than a Thousand Suns                                 Iron Maiden                                                 

778            Lord of Light                                                 Iron Maiden                                                 

779            Transylvania                                                  Iron Maiden                                                 

780            2 Minutes To Midnight                                         Iron Maiden                                                 

781            Wasting Love                                                  Iron Maiden                                                 

782            Ghost Of The Navigator                                        Iron Maiden                                                 

783            Wildest Dreams                                                Iron Maiden                                                 

784            Age Of Innocence                                              Iron Maiden                                                 

785            Chains Of Misery                                              Iron Maiden                                                 

786            05 - Phantom of the Opera                                     Iron Maiden                                                 

787            Genghis Khan                                                  Iron Maiden                                                 

788            The Trooper                                                   Iron Maiden                                                 

789            Running Free                                                  Iron Maiden                                                 

790            From Here To Eternity                                         Iron Maiden                                                 

791            Heaven Can Wait                                               Iron Maiden                                                 

792            Holy Smoke                                                    Iron Maiden                                                 

793            Where Eagles Dare                                             Iron Maiden                                                 

794            Aces High                                                     Iron Maiden                                                 

795            The Wicker Man                                                Iron Maiden                                                 

796            The Number Of The Beast                                       Iron Maiden                                                 

797            Hallowed Be Thy Name                                          Iron Maiden                                                 

798            Sanctuary                                                     Iron Maiden                                                 

799            Moonchild                                                     Iron Maiden                                                 

800            Can I Play With Madness                                       Iron Maiden                                                 

801            Seventh Son of a Seventh Son                                  Iron Maiden                                                 

802            The Clairvoyant                                               Iron Maiden                                                 

803            Caught Somewhere in Time                                      Iron Maiden                                                 

804            Sea of Madness                                                Iron Maiden                                                 

805            De Ja Vu                                                      Iron Maiden                                                 

806            Gangland                                                      Iron Maiden                                                 

807            The Number Of The Beast                                       Iron Maiden                                                 

808            Man On The Edge                                               Iron Maiden                                                 

809            Judgement Of Heaven                                           Iron Maiden                                                 

810            The Unbeliever                                                Iron Maiden                                                 

811            The Educated Fool                                             Iron Maiden                                                 

812            Out Of Sight                                                  James Brown                                                 

813            Get Up (I Feel Like Being A) Sex Machine                      James Brown                                                 

814            It's Too Funky In Here                                        James Brown                                                 

815            Too Young To Die                                              Jamiroquai                                                  

816            Blow Your Mind                                                Jamiroquai                                                  

817            Soul Education                                                Jamiroquai                                                  

818            King For A Day                                                Jamiroquai                                                  

819            Manifest Destiny                                              Jamiroquai                                                  

820            Rollover D.J.                                                 JET                                                         

821            Lazy Gun                                                      JET                                                         

822            Fire                                                          Jimi Hendrix                                                

823            Highway Chile                                                 Jimi Hendrix                                                

824            Midnight                                                      Joe Satriani                                                

825            Charles Anjo 45                                               Jorge Ben                                                   

826            Vou Pra Ai                                                    Jota Quest                                                  

827            Onibusfobia                                                   Jota Quest                                                  

828            Papelão                                                       João Suplicy                                                

829            Hot Rockin'                                                   Judas Priest                                                

830            Ram It Down                                                   Judas Priest                                                

831            Sure Know Something                                           Kiss                                                        

832            Rock And Roll All Nite                                        Kiss                                                        

833            Whole Lotta Love (Medley)                                     Led Zeppelin                                                

834            Dancing Days                                                  Led Zeppelin                                                

835            D'Yer Mak'er                                                  Led Zeppelin                                                

836            No Quarter                                                    Led Zeppelin                                                

837            In The Evening                                                Led Zeppelin                                                

838            Fool In The Rain                                              Led Zeppelin                                                

839            Carouselambra                                                 Led Zeppelin                                                

840            I'm Gonna Crawl                                               Led Zeppelin                                                

841            Rock & Roll                                                   Led Zeppelin                                                

842            Stairway To Heaven                                            Led Zeppelin                                                

843            When The Levee Breaks                                         Led Zeppelin                                                

844            Dazed and Confused                                            Led Zeppelin                                                

845            I Can't Quit You Baby                                         Led Zeppelin                                                

846            The Lemon Song                                                Led Zeppelin                                                

847            Ramble On                                                     Led Zeppelin                                                

848            Friends                                                       Led Zeppelin                                                

849            That's The Way                                                Led Zeppelin                                                

850            Ten Years Gone                                                Led Zeppelin                                                

851            Achilles Last Stand                                           Led Zeppelin                                                

852            Tea For One                                                   Led Zeppelin                                                

853            No Quarter                                                    Led Zeppelin                                                

854            Música De Trabalho                                            Legião Urbana                                               

855            Dezesseis                                                     Legião Urbana                                               

856            O Livro Dos Dias                                              Legião Urbana                                               

857            Indios                                                        Legião Urbana                                               

858            Dezesseis                                                     Legião Urbana                                               

859            American Woman                                                Lenny Kravitz                                               

860            Honolulu                                                      Lulu Santos                                                 

861            Brumário                                                      Lulu Santos                                                 

862            Tudo Bem                                                      Lulu Santos                                                 

863            Pseudo Silk Kimono                                            Marillion                                                   

864            White Feather                                                 Marillion                                                   

865            De Noite Na Cama                                              Marisa Monte                                                

866            O Xote Das Meninas                                            Marisa Monte                                                

867            Seek And You Shall Find                                       Marvin Gaye                                                 

868            Heavy Love Affair                                             Marvin Gaye                                                 

869            Shakes and Ladders                                            Men At Work                                                 

870            Nothing Else Matters                                          Metallica                                                   

871            Last Caress/Green Hell                                        Metallica                                                   
